City/Town,Ward,Pct,"Joseph R. Biden, Jr.","Donald J. Trump","Jo Jorgensen","Howard Hawkins","All Others","No Preference",Blanks,"Total Votes Cast"
Southwick,-,3,836,"1,017",23,8,6,0,11,"1,901"
Spencer,-,1,697,812,23,4,0,0,12,"1,548"
Spencer,-,2,735,752,24,11,0,0,15,"1,537"
Spencer,-,3,679,913,27,11,0,0,15,"1,645"
Spencer,-,4,878,810,26,10,0,0,13,"1,737"
Springfield,1,A,371,148,3,0,1,0,17,540
Springfield,1,B,542,145,6,3,2,0,32,730
Springfield,1,C,368,115,7,3,2,0,23,518
Springfield,1,D,483,115,6,1,2,0,12,619
Springfield,1,E,533,172,8,2,1,0,9,725
Springfield,1,F,463,115,3,3,1,0,44,629
Springfield,1,G,542,120,7,7,3,0,14,693
Springfield,1,H,557,115,6,4,1,0,17,700
Springfield,2,A,526,150,3,1,2,0,25,707
Springfield,2,B,718,269,9,0,3,0,56,"1,055"
Springfield,2,C,518,190,10,2,5,0,39,764
Springfield,2,D,712,271,14,7,4,0,16,"1,024"
Springfield,2,E,642,303,13,3,3,0,52,"1,016"
Springfield,2,F,796,279,3,11,2,0,25,"1,116"
Springfield,2,G,792,368,11,9,11,0,22,"1,213"
Springfield,2,H,691,283,6,5,5,0,49,"1,039"
Springfield,3,A,433,93,3,3,1,0,22,555
Springfield,3,B,401,94,7,3,2,0,18,525
Springfield,3,C,325,89,5,2,1,0,9,431
Springfield,3,D,460,106,4,4,5,0,33,612
Springfield,3,E,366,101,3,2,5,0,17,494
Springfield,3,F,405,124,7,3,1,0,36,576
Springfield,3,G,356,101,7,4,1,0,16,485
Springfield,3,H,476,154,0,5,3,0,34,672
Springfield,4,A,718,88,6,3,4,0,15,834
Springfield,4,B,673,115,2,3,3,0,10,806
Springfield,4,C,504,75,3,5,2,0,14,603
Springfield,4,D,582,69,5,8,0,0,10,674
Springfield,4,E,525,60,1,4,3,0,31,624
Springfield,4,F,196,25,2,1,0,0,5,229
Springfield,4,G,646,99,7,2,1,0,23,778
Springfield,4,H,616,55,5,0,1,0,23,700
Springfield,5,A,640,98,8,2,2,0,15,765
Springfield,5,B,804,210,5,3,4,0,20,"1,046"
Springfield,5,C,615,233,7,6,6,0,40,907
Springfield,5,D,794,446,15,6,4,0,30,"1,295"
Springfield,5,E,972,225,8,1,10,0,32,"1,248"
Springfield,5,F,845,256,12,6,5,0,29,"1,153"
Springfield,5,G,864,504,13,5,9,0,19,"1,414"
Springfield,5,H,600,317,7,6,4,0,24,958
Springfield,6,A,550,145,5,5,4,0,10,719
Springfield,6,B,792,263,11,3,9,0,26,"1,104"
Springfield,6,C,638,249,51,8,6,0,19,971
Springfield,6,D,783,459,11,9,5,0,31,"1,298"
Springfield,6,E,511,178,5,3,2,0,36,735
Springfield,6,F,601,169,7,5,3,0,17,802
Springfield,6,G,669,236,7,4,2,0,22,940
Springfield,6,H,711,338,8,6,6,0,10,"1,079"
Springfield,7,A,772,367,11,2,3,0,25,"1,180"
Springfield,7,B,876,459,16,6,14,0,58,"1,429"
Springfield,7,C,866,435,10,4,5,0,50,"1,370"
Springfield,7,D,740,455,19,9,5,0,13,"1,241"
Springfield,7,E,618,207,10,4,2,0,21,862
Springfield,7,F,831,432,17,7,5,0,44,"1,336"
Springfield,7,G,820,551,13,11,11,0,41,"1,447"
Springfield,7,H,396,176,12,4,5,0,20,613
Springfield,8,A,669,332,10,5,0,0,26,"1,042"
Springfield,8,B,741,256,9,9,4,0,28,"1,047"
Springfield,8,C,711,193,11,3,0,0,39,957
Springfield,8,D,412,151,10,5,0,0,16,594
Springfield,8,E,490,192,6,6,4,0,12,710
Springfield,8,F,691,310,8,6,2,0,22,"1,039"
Springfield,8,G,692,300,16,0,7,0,19,"1,034"
Springfield,8,H,711,209,6,6,2,0,26,960
Sterling,-,1,"1,378","1,174",53,8,15,0,17,"2,645"
Sterling,-,2,"1,463","1,270",47,22,21,0,22,"2,845"
Stockbridge,-,1,"1,099",237,12,11,4,0,7,"1,370"
Stoneham,-,1,"1,225",687,19,5,5,0,10,"1,951"
Stoneham,-,2,"1,418",783,25,4,11,0,23,"2,264"
Stoneham,-,3,"1,328",876,19,19,8,0,20,"2,270"
Stoneham,-,4,"1,077",726,21,8,5,0,10,"1,847"
Stoneham,-,5,"1,157",863,18,6,10,0,20,"2,074"
Stoneham,-,6,"1,295",726,25,10,16,0,12,"2,084"
Stoneham,-,7,"1,176",711,24,7,9,0,19,"1,946"
Stoughton,-,1,"1,444",662,15,5,2,0,21,"2,149"
Stoughton,-,2,"1,263",601,17,9,1,0,16,"1,907"
Stoughton,-,3,"1,326",640,25,8,7,0,17,"2,023"
Stoughton,-,4,"1,386",843,33,9,3,0,20,"2,294"
Stoughton,-,5,"1,082",594,25,9,8,0,10,"1,728"
Stoughton,-,6,"1,554",765,30,18,4,0,19,"2,390"
Stoughton,-,7,"1,174",517,24,6,5,0,17,"1,743"
Stoughton,-,8,"1,025",459,20,5,0,0,20,"1,529"
Stow,-,1,"1,794",659,63,12,14,0,15,"2,557"
Stow,-,2,"1,757",599,46,11,9,0,18,"2,440"
Sturbridge,-,1,"1,173",803,44,10,1,0,0,"2,031"
Sturbridge,-,2,"1,212",887,40,12,2,0,0,"2,153"
Sturbridge,-,3,"1,032",825,45,7,0,0,0,"1,909"
Sudbury,-,1,"1,405",373,23,7,14,0,18,"1,840"
Sudbury,-,1A,507,134,17,3,3,0,8,672
Sudbury,-,2,"1,726",498,33,11,18,0,23,"2,309"
Sudbury,-,3,"2,034",659,35,13,14,0,27,"2,782"
Sudbury,-,4,"1,958",515,47,5,13,0,33,"2,571"
Sudbury,-,5,"1,715",512,32,6,24,0,24,"2,313"
Sunderland,-,1,"1,605",394,21,25,5,0,11,"2,061"
Sutton,-,1,"1,115","1,117",36,9,8,0,5,"2,290"
Sutton,-,2,891,"1,041",34,6,12,0,9,"1,993"
Sutton,-,3,"1,085",923,26,6,9,0,20,"2,069"
Swampscott,-,1,982,523,12,9,6,0,13,"1,545"
Swampscott,-,2,"1,255",431,19,5,8,0,19,"1,737"
Swampscott,-,3,977,375,15,8,6,0,16,"1,397"
Swampscott,-,4,"1,292",375,16,5,10,0,18,"1,716"
Swampscott,-,5,"1,075",442,13,4,5,0,14,"1,553"
Swampscott,-,6,"1,264",409,17,2,12,0,18,"1,722"
Swansea,-,1,918,"1,181",20,6,3,0,8,"2,136"
Swansea,-,2,"1,012",892,30,7,6,0,8,"1,955"
Swansea,-,3,965,896,27,8,6,0,4,"1,906"
Swansea,-,4,949,"1,054",21,5,2,0,10,"2,041"
Swansea,-,5,892,"1,100",21,10,3,0,6,"2,032"
Taunton,1,A,874,521,27,9,3,0,8,"1,442"
Taunton,1,B,999,893,29,11,9,0,14,"1,955"
Taunton,2,A,765,328,12,10,0,0,7,"1,122"
Taunton,2,B,823,450,13,8,3,0,10,"1,307"
Taunton,3,A,919,596,19,5,6,0,8,"1,553"
Taunton,3,B,"1,080",839,34,12,7,0,8,"1,980"
Taunton,4,A,966,917,28,7,8,0,15,"1,941"
Taunton,4,B,921,713,33,8,6,0,7,"1,688"
Taunton,5,A,877,520,21,8,5,0,7,"1,438"
Taunton,5,B,835,502,13,3,7,0,7,"1,367"
Taunton,6,A,695,488,13,7,4,0,6,"1,213"
Taunton,6,B,974,696,21,17,7,0,17,"1,732"
Taunton,7,A,"1,013",808,32,12,6,0,16,"1,887"
Taunton,7,B,"1,043","1,048",38,12,8,0,20,"2,169"
Taunton,8,A,"1,073",880,26,12,8,0,13,"2,012"
Taunton,8,B,"1,139",949,20,13,9,0,16,"2,146"
Templeton,-,A,765,888,30,10,10,0,3,"1,706"
Templeton,-,B,661,740,30,12,6,0,11,"1,460"
Templeton,-,C,635,661,35,9,3,0,4,"1,347"
Tewksbury,-,1,"1,144",960,30,7,12,0,15,"2,168"
Tewksbury,-,1A,"1,223","1,145",39,16,9,0,11,"2,443"
Tewksbury,-,2,"1,134","1,013",39,12,10,0,14,"2,222"
Tewksbury,-,2A,"1,022","1,047",25,6,8,0,7,"2,115"
Tewksbury,-,3,"1,395","1,166",26,9,10,0,14,"2,620"
Tewksbury,-,3A,"1,458","1,225",25,6,14,0,16,"2,744"
Tewksbury,-,4,"1,311","1,149",28,9,5,0,19,"2,521"
Tewksbury,-,4A,"1,267","1,078",38,13,4,0,10,"2,410"
Tisbury,-,1,"2,225",542,35,25,8,0,23,"2,858"
Tolland,-,1,136,186,5,0,1,0,0,328
Topsfield,-,1,"2,460","1,602",72,10,0,0,343,"4,487"
Townsend,-,1,854,894,32,12,12,0,9,"1,813"
Townsend,-,2,890,851,35,8,16,0,1,"1,801"
Townsend,-,3,943,875,41,6,7,0,9,"1,881"
Truro,-,1,"1,386",340,19,8,9,0,6,"1,768"
Tyngsborough,-,1,909,810,23,11,0,0,13,"1,766"
Tyngsborough,-,2,960,881,24,6,0,0,12,"1,883"
Tyngsborough,-,3,"1,080",837,31,7,0,0,20,"1,975"
Tyngsborough,-,4,"1,085",847,28,6,0,0,14,"1,980"
Tyringham,-,1,234,72,3,2,3,0,3,317
Upton,-,1,"1,666","1,001",45,10,19,0,10,"2,751"
Upton,-,2,"1,507",987,37,13,15,0,18,"2,577"
Uxbridge,-,1,"1,010","1,078",41,18,13,0,12,"2,172"
Uxbridge,-,2,"1,143",912,34,25,11,0,8,"2,133"
Uxbridge,-,3,"1,044","1,055",44,18,10,0,11,"2,182"
Uxbridge,-,4,"1,154","1,048",47,9,13,0,14,"2,285"
Wakefield,-,1,"1,450","1,069",21,13,15,0,10,"2,578"
Wakefield,-,2,"1,334",814,29,5,6,0,15,"2,203"
Wakefield,-,3,"1,441",876,26,12,20,0,4,"2,379"
Wakefield,-,4,"1,380",778,25,12,22,0,17,"2,234"
Wakefield,-,5,"1,571",825,21,13,19,0,9,"2,458"
Wakefield,-,6,"1,609",827,46,10,17,0,12,"2,521"
Wakefield,-,7,"1,430",843,25,8,11,0,19,"2,336"
Wales,-,1,429,619,26,8,5,0,5,"1,092"
Walpole,-,1,"1,219",690,20,9,11,0,12,"1,961"
Walpole,-,2,"1,231",909,42,15,17,0,18,"2,232"
Walpole,-,3,"1,249",824,25,9,17,0,17,"2,141"
Walpole,-,4,"1,228",653,35,7,11,0,15,"1,949"
Walpole,-,5,983,707,32,7,13,0,16,"1,758"
Walpole,-,6,"1,236",794,34,7,10,0,19,"2,100"
Walpole,-,7,"1,173",838,46,10,11,0,16,"2,094"
Walpole,-,8,"1,155",828,35,7,19,0,16,"2,060"
Waltham,1,1,"1,409",620,21,10,15,0,8,"2,083"
Waltham,1,2,"1,421",739,18,9,9,0,14,"2,210"
Waltham,2,1,"1,386",640,35,11,6,0,10,"2,088"
Waltham,2,2,"1,174",342,22,14,9,0,13,"1,574"
Waltham,3,1,"1,266",863,22,9,12,0,15,"2,187"
Waltham,3,2,"1,327",651,16,11,12,0,13,"2,030"
Waltham,4,1,"1,363",688,25,9,10,0,17,"2,112"
Waltham,4,2,318,159,6,5,2,0,1,491
Waltham,5,1,"1,266",499,15,14,13,0,13,"1,820"
Waltham,5,2,"1,282",328,13,16,8,0,12,"1,659"
Waltham,6,1,"1,219",337,26,11,11,0,12,"1,616"
Waltham,6,2,754,230,10,6,4,0,5,"1,009"
Waltham,7,1,"1,258",506,19,7,4,0,18,"1,812"
Waltham,7,2,493,108,6,7,9,0,1,624
Waltham,8,1,"1,228",279,22,17,9,0,10,"1,565"
Waltham,8,2,"1,238",342,30,12,6,0,8,"1,636"
Waltham,9,1,"1,094",215,20,6,5,0,4,"1,344"
Waltham,9,2,928,241,19,12,10,0,5,"1,215"
Ware,-,A,729,554,28,13,4,0,5,"1,333"
Ware,-,B,697,845,33,15,9,0,8,"1,607"
Ware,-,C,927,"1,045",31,17,4,0,16,"2,040"
Wareham,-,1,"1,026",831,33,8,9,0,11,"1,918"
Wareham,-,2,"1,297",911,34,7,5,0,11,"2,265"
Wareham,-,3,"1,279",936,26,12,11,0,12,"2,276"
Wareham,-,4,"1,126",936,30,16,9,0,14,"2,131"
Wareham,-,5,"1,126",974,40,18,11,0,8,"2,177"
Wareham,-,6,"1,029",930,39,12,5,0,5,"2,020"
Warren,-,A,844,"1,021",40,13,5,0,19,"1,942"
Warren,-,B,305,354,12,2,3,0,10,686
Warwick,-,1,343,160,12,7,1,0,3,526
Washington,-,1,240,107,5,1,0,0,0,353
Watertown,-,1,969,296,11,10,16,0,8,"1,310"
Watertown,-,2,"1,155",270,14,8,9,0,2,"1,458"
Watertown,-,3,"1,311",260,9,12,12,0,7,"1,611"
Watertown,-,4,"1,456",245,16,9,12,0,7,"1,745"
Watertown,-,5,"1,483",298,19,12,7,0,10,"1,829"
Watertown,-,6,"1,212",248,23,11,5,0,7,"1,506"
Watertown,-,7,"1,363",361,14,9,10,0,13,"1,770"
Watertown,-,8,"1,346",308,14,16,12,0,9,"1,705"
Watertown,-,9,"1,020",278,13,12,9,0,2,"1,334"
Watertown,-,10,"1,561",508,30,14,8,0,8,"2,129"
Watertown,-,11,"1,039",394,26,10,8,0,11,"1,488"
Watertown,-,12,"1,055",335,18,8,10,0,7,"1,433"
Wayland,-,1,"1,865",410,33,21,15,0,20,"2,364"
Wayland,-,2,"1,777",432,40,16,8,0,23,"2,296"
Wayland,-,3,"1,678",390,35,13,9,0,17,"2,142"
Wayland,-,4,"2,024",473,35,10,18,0,28,"2,588"
Webster,-,1,766,703,21,16,5,0,7,"1,518"
Webster,-,2,610,463,22,9,5,0,5,"1,114"
Webster,-,3,719,756,16,6,7,0,9,"1,513"
Webster,-,4,"1,060","1,224",34,11,11,0,15,"2,355"
Webster,-,5,891,893,30,9,11,0,12,"1,846"
Wellesley,-,A,"1,760",421,28,5,25,0,19,"2,258"
Wellesley,-,B,"1,935",492,25,10,21,0,16,"2,499"
Wellesley,-,C,"1,605",624,33,3,41,0,24,"2,330"
Wellesley,-,D,"1,956",431,27,5,19,0,30,"2,468"
Wellesley,-,E,"1,671",404,17,8,22,0,16,"2,138"
Wellesley,-,F,"1,072",276,23,4,17,0,17,"1,409"
Wellesley,-,G,930,167,15,3,7,0,10,"1,132"
Wellesley,-,H,"1,701",480,30,9,20,0,20,"2,260"
Wellfleet,-,1,"1,971",496,24,17,8,0,16,"2,532"
Wendell,-,1,487,105,13,9,0,0,2,616
Wenham,-,1,"1,761",765,56,9,17,0,39,"2,647"
"W. Boylston",-,1,"1,173",769,25,8,24,0,23,"2,022"
"W. Boylston",-,2,"1,615","1,103",58,21,6,0,21,"2,824"
"W. Bridgewater",-,1,"1,156","1,160",43,16,15,0,19,"2,409"
"W. Bridgewater",-,2,"1,068","1,112",34,11,10,0,21,"2,256"
"W. Brookfield",-,1,"1,137","1,127",38,12,13,0,6,"2,333"
"W. Newbury",-,1,"2,111","1,061",72,5,21,0,28,"3,298"
"W. Springfield",-,1,519,386,12,2,2,0,5,926
"W. Springfield",-,2,705,474,14,7,1,0,9,"1,210"
"W. Springfield",-,3,850,636,25,9,7,0,12,"1,539"
"W. Springfield",-,4,966,718,26,14,8,0,3,"1,735"
"W. Springfield",-,5,"1,162","1,076",35,6,4,0,20,"2,303"
"W. Springfield",-,6,"1,033","1,024",18,8,3,0,21,"2,107"
"W. Springfield",-,7,"1,053","1,130",34,12,8,0,11,"2,248"
"W. Springfield",-,8,869,623,19,8,7,0,7,"1,533"
"W. Stockbridge",-,1,784,164,15,4,4,0,4,975
"W. Tisbury",-,1,"1,921",338,17,17,2,0,8,"2,303"
Westborough,-,1,"1,142",388,22,7,5,0,10,"1,574"
Westborough,-,2,"1,211",419,34,5,8,0,11,"1,688"
Westborough,-,3,"1,472",549,26,19,17,0,12,"2,095"
Westborough,-,4,"1,946",726,40,13,15,0,15,"2,755"
Westborough,-,5,"1,798",694,38,11,31,0,14,"2,586"
Westfield,1,A,"1,030","1,055",31,14,3,0,2,"2,135"
Westfield,1,B,868,968,51,10,7,0,9,"1,913"
Westfield,2,A,655,445,15,6,4,0,2,"1,127"
Westfield,2,B,808,660,36,13,7,0,6,"1,530"
Westfield,3,A,587,448,34,12,11,0,10,"1,102"
Westfield,3,B,934,722,44,12,8,0,10,"1,730"
Westfield,4,A,322,338,13,5,2,0,7,687
Westfield,4,B,"1,129","1,119",37,9,9,0,9,"2,312"
Westfield,5,A,"1,122","1,128",55,20,9,0,5,"2,339"
Westfield,5,B,"1,019","1,163",41,12,10,0,3,"2,248"
Westfield,6,A,911,"1,022",43,11,8,0,20,"2,015"
Westfield,6,B,815,790,18,2,5,0,16,"1,646"
Westford,-,1,"1,769",792,36,13,13,0,24,"2,647"
Westford,-,2,"1,773",815,47,11,18,0,11,"2,675"
Westford,-,3,"1,619",811,44,11,18,0,16,"2,519"
Westford,-,4,"1,891",706,43,10,15,0,14,"2,679"
Westford,-,5,"1,652",758,41,8,11,0,8,"2,478"
Westford,-,6,"1,525",774,47,12,15,0,12,"2,385"
Westhampton,-,1,746,426,11,11,1,0,4,"1,199"
Westminster,-,1,"1,363","1,248",51,18,5,0,16,"2,701"
Westminster,-,2,"1,302","1,229",57,10,11,0,23,"2,632"
Weston,-,1,"1,409",412,42,3,17,0,18,"1,901"
Weston,-,2,"1,218",430,38,5,13,0,13,"1,717"
Weston,-,3,"1,211",401,38,7,24,0,13,"1,694"
Weston,-,4,"1,291",469,34,4,19,0,11,"1,828"
Westport,-,A,969,"1,006",29,13,5,0,8,"2,030"
Westport,-,B,"1,295","1,029",31,10,8,0,20,"2,393"
Westport,-,C,847,"1,015",18,22,6,0,9,"1,917"
Westport,-,D,916,865,14,7,2,0,23,"1,827"
Westport,-,E,"1,292","1,103",30,10,4,0,20,"2,459"
Westwood,-,1,"1,734",798,40,12,28,0,32,"2,644"
Westwood,-,2,"1,802",846,43,12,21,0,22,"2,746"
Westwood,-,3,"1,750",780,32,7,17,0,18,"2,604"
Westwood,-,4,"1,546","1,020",34,9,14,0,22,"2,645"
Weymouth,-,1,"1,057",657,16,8,8,0,9,"1,755"
Weymouth,-,2,"1,109",794,29,13,15,0,12,"1,972"
Weymouth,-,3,"1,046",834,30,6,16,0,20,"1,952"
Weymouth,-,4,"1,011",686,22,7,9,0,21,"1,756"
Weymouth,-,5,925,486,18,8,13,0,6,"1,456"
Weymouth,-,6,"1,150",727,22,5,6,0,13,"1,923"
Weymouth,-,7,"1,035",636,33,6,12,0,14,"1,736"
Weymouth,-,8,"1,079",635,18,5,10,0,12,"1,759"
Weymouth,-,9,"1,122",797,28,5,6,0,9,"1,967"
Weymouth,-,10,848,509,17,5,5,0,11,"1,395"
Weymouth,-,11,"1,042",703,29,6,11,0,11,"1,802"
Weymouth,-,12,"1,096",737,29,16,13,0,9,"1,900"
Weymouth,-,13,939,504,17,12,3,0,6,"1,481"
Weymouth,-,14,"1,025",557,22,6,12,0,7,"1,629"
Weymouth,-,15,"1,174",803,30,8,8,0,14,"2,037"
Weymouth,-,16,"1,158",799,25,5,12,0,16,"2,015"
Weymouth,-,17,955,548,15,5,8,0,7,"1,538"
Weymouth,-,18,"1,844","1,048",36,12,11,0,21,"2,972"
Whately,-,1,745,332,16,10,4,0,9,"1,116"
Whitman,-,1,"1,307","1,055",40,11,13,0,13,"2,439"
Whitman,-,2,"1,070",992,39,11,14,0,5,"2,131"
Whitman,-,3,"1,029",974,39,7,14,0,13,"2,076"
Whitman,-,4,"1,090",861,35,16,12,0,19,"2,033"
Wilbraham,-,A,"1,300","1,056",35,13,4,0,14,"2,422"
Wilbraham,-,B,"1,247",998,30,8,11,0,17,"2,311"
Wilbraham,-,C,"1,139","1,119",29,11,10,0,12,"2,320"
Wilbraham,-,D,"1,242","1,089",41,9,6,0,12,"2,399"
Williamsburg,-,1,"1,446",337,21,13,5,0,13,"1,835"
Williamstown,-,1,"1,294",225,13,5,5,0,9,"1,551"
Williamstown,-,2,575,49,4,6,3,0,5,642
Williamstown,-,3,"1,327",225,12,6,8,0,6,"1,584"
Wilmington,-,1,"1,320","1,029",29,9,14,0,26,"2,427"
Wilmington,-,2,"1,255","1,020",33,13,12,0,17,"2,350"
Wilmington,-,3,"1,288","1,067",39,14,16,0,18,"2,442"
Wilmington,-,4,"1,359","1,127",34,9,6,0,15,"2,550"
Wilmington,-,5,"1,391","1,124",26,15,5,0,16,"2,577"
Wilmington,-,6,"1,414","1,081",37,9,11,0,18,"2,570"
Winchendon,-,1,494,689,43,10,7,0,6,"1,249"
Winchendon,-,1A,184,168,9,4,0,0,6,371
Winchendon,-,2,835,901,31,18,0,0,8,"1,793"
Winchendon,-,3,800,903,41,15,0,0,16,"1,775"
Winchester,-,1,"1,315",409,23,15,12,0,14,"1,788"
Winchester,-,2,"1,114",408,24,6,11,0,8,"1,571"
Winchester,-,3,"1,482",361,23,5,17,0,13,"1,901"
Winchester,-,4,"1,314",515,28,5,14,0,15,"1,891"
Winchester,-,5,"1,169",599,22,9,11,0,11,"1,821"
Winchester,-,6,"1,170",570,18,4,12,0,17,"1,791"
Winchester,-,7,"1,301",454,41,8,17,0,13,"1,834"
Winchester,-,8,912,420,21,5,6,0,11,"1,375"
Windsor,-,1,370,201,4,3,1,0,2,581
Winthrop,-,1,"1,013",760,16,9,4,0,3,"1,805"
Winthrop,-,2,966,693,21,9,6,0,7,"1,702"
Winthrop,-,3,"1,104",552,21,10,8,0,6,"1,701"
Winthrop,-,4,939,556,8,4,2,0,10,"1,519"
Winthrop,-,5,"1,134",645,20,6,8,0,15,"1,828"
Winthrop,-,6,"1,134",564,19,15,6,0,8,"1,746"
Woburn,1,1,854,452,11,6,5,0,6,"1,334"
Woburn,1,2,"1,016",556,9,8,5,0,15,"1,609"
Woburn,2,1,931,560,21,7,4,0,12,"1,535"
Woburn,2,2,796,372,18,8,1,0,11,"1,206"
Woburn,3,1,900,596,16,6,7,0,3,"1,528"
Woburn,3,2,"1,087",757,26,5,6,0,19,"1,900"
Woburn,4,1,"1,022",743,24,6,3,0,20,"1,818"
Woburn,4,2,900,502,20,9,2,0,15,"1,448"
Woburn,5,1,"1,257",583,23,7,5,0,20,"1,895"
Woburn,5,2,"1,041",721,14,3,4,0,19,"1,802"
Woburn,6,1,729,359,10,2,3,0,8,"1,111"
Woburn,6,2,959,703,18,11,2,0,12,"1,705"
Woburn,7,1,"1,025",834,24,5,6,0,18,"1,912"
Woburn,7,2,"1,013",745,21,6,8,0,15,"1,808"
Worcester,1,1,"1,523",744,31,10,13,0,25,"2,346"
Worcester,1,2,"1,533",836,28,8,9,0,17,"2,431"
Worcester,1,3,853,408,13,6,10,0,7,"1,297"
Worcester,1,4,"1,702",569,21,20,15,0,14,"2,341"
Worcester,1,5,"1,310",709,33,9,13,0,10,"2,084"
Worcester,2,1,"1,413",663,35,5,10,0,24,"2,150"
Worcester,2,2,"1,398",613,40,4,15,0,12,"2,082"
Worcester,2,3,"1,297",590,23,9,9,0,9,"1,937"
Worcester,2,4,"1,202",366,9,3,6,0,13,"1,599"
Worcester,2,5,580,218,11,3,0,0,2,814
Worcester,3,1,"1,077",401,15,18,8,0,13,"1,532"
Worcester,3,2,369,83,11,5,4,0,3,475
Worcester,3,3,929,380,12,13,6,0,14,"1,354"
Worcester,3,4,720,258,12,10,9,0,19,"1,028"
Worcester,3,5,"1,099",389,14,9,7,0,26,"1,544"
Worcester,4,1,703,250,7,5,7,0,6,978
Worcester,4,2,872,404,15,6,4,0,15,"1,316"
Worcester,4,3,912,255,19,13,4,0,13,"1,216"
Worcester,4,4,886,470,16,5,5,0,12,"1,394"
Worcester,4,5,"1,144",492,18,15,5,0,11,"1,685"
Worcester,5,1,877,312,13,5,2,0,9,"1,218"
Worcester,5,2,"1,103",577,20,7,6,0,21,"1,734"
Worcester,5,3,"1,268",798,30,6,2,0,12,"2,116"
Worcester,5,4,"1,162",591,22,15,7,0,10,"1,807"
Worcester,5,5,"1,050",660,26,15,10,0,19,"1,780"
Worcester,6,1,625,188,7,11,4,0,6,841
Worcester,6,2,816,331,9,8,4,0,12,"1,180"
Worcester,6,3,831,335,18,6,4,0,4,"1,198"
Worcester,6,4,375,182,11,3,4,0,3,578
Worcester,6,5,992,544,16,4,4,0,15,"1,575"
Worcester,7,1,"1,160",482,11,14,9,0,18,"1,694"
Worcester,7,2,782,376,12,5,6,0,13,"1,194"
Worcester,7,3,"1,118",529,18,9,7,0,22,"1,703"
Worcester,7,4,996,553,24,12,8,0,7,"1,600"
Worcester,7,5,"1,038",650,23,13,11,0,10,"1,745"
Worcester,8,1,571,255,5,9,4,0,10,854
Worcester,8,2,553,240,5,6,1,0,4,809
Worcester,8,3,478,107,7,9,2,0,4,607
Worcester,8,4,715,301,7,7,3,0,16,"1,049"
Worcester,8,5,688,308,15,6,2,0,8,"1,027"
Worcester,9,1,"1,281",427,23,17,6,0,17,"1,771"
Worcester,9,2,"1,512",490,22,16,16,0,24,"2,080"
Worcester,9,3,"1,008",476,12,8,5,0,13,"1,522"
Worcester,9,4,"1,393",633,18,15,8,0,26,"2,093"
Worcester,9,5,"1,413",654,27,13,16,0,19,"2,142"
Worcester,10,1,675,244,5,7,4,0,9,944
Worcester,10,2,777,175,17,13,4,0,6,992
Worcester,10,3,645,194,11,13,5,0,9,877
Worcester,10,4,525,214,3,8,3,0,10,763
Worcester,10,5,635,245,10,3,2,0,5,900
Worthington,-,1,571,271,17,9,2,0,6,876
Wrentham,-,1,"1,426","1,140",36,13,21,0,13,"2,649"
Wrentham,-,2,"1,352","1,128",48,11,34,0,16,"2,589"
Wrentham,-,3,"1,469","1,051",48,10,20,0,21,"2,619"
Yarmouth,-,1,"1,488",884,28,6,8,0,14,"2,428"
Yarmouth,-,2,"1,455",905,32,5,5,0,15,"2,417"
Yarmouth,-,3,"1,145",672,29,13,9,0,8,"1,876"
Yarmouth,-,4,"1,220",867,22,19,6,0,14,"2,148"
Yarmouth,-,5,"1,100",848,28,8,1,0,19,"2,004"
Yarmouth,-,6,"1,145",758,16,11,11,0,18,"1,959"
Yarmouth,-,7,"1,596","1,059",35,7,11,0,22,"2,730"
TOTALS,,,"2,382,202","1,167,202","47,013","18,658","16,327",0,"26,603","3,658,005"
